Model,t0,input,R2,rmse1,rmse7,rmse30,Hyperparameter
SINDy,189,30,0.9698179289537638,2.8724470414143712,1.7984031887314151,3.4092535230798493,"[8048, 1906, 5326, 58, 1833, 394, 356, 9515]"
SINDy,555,30,0.9259172886972559,1.1531452119233923,2.297013483682018,2.135785599295045,"[4093, 3850, 63, 5061, 4397, 4019, 9800, 1257]"
SINDy,1650,30,0.8465915302862862,0.6166883343052377,2.029594118512929,2.608191862163998,"[1236, 1240, 2000, 10167, 2008, 140, 2458, 5786]"
SINDy,921,30,0.9127040941649025,0.9860639007485259,2.352772241384977,2.214411493656169,"[8716, 4149, 8422, 52, 1831, 9, 3884, 4494]"
SINDy,1286,30,0.8504582476622736,1.3992649314853431,1.0163956504481801,4.730261156526386,"[2759, 9787, 4126, 2618, 376, 3019, 3, 4833]"
SINDy,1468,30,0.9934290322584115,0.30357429080871134,0.8584557879456012,2.03224408844665,"[2665, 266, 1615, 3591, 1530, 126, 6755, 10572]"
SINDy,738,30,0.9636223907379238,0.4296080379033317,0.7504708727411384,0.8240156698223693,"[4154, 3528, 299, 288, 2348, 1510, 3611, 9319]"
SINDy,1105,30,0.984610643287739,0.18654415626175339,0.611288098743363,0.8017814614223836,"[7678, 6520, 370, 6887, 4978, 24, 4193, 3772]"
SINDy,373,30,0.9826595422954713,0.38334244748847407,0.7825771208883983,1.5749617920669796,"[9042, 8492, 6711, 9575, 79, 5551, 7341, 4849]"
SINDy,7,30,0.9905923043320233,0.25492075764405425,0.5366446054668317,0.8413964607640422,"[394, 10506, 8419, 1584, 1596, 2908, 38, 3488]"
SINDy,190,30,0.9758681584583586,1.7595866596603411,4.007211013301551,1.826278909898651,"[104, 9139, 10854, 5554, 1511, 41, 4216, 7874]"
SINDy,922,30,0.9104738306021588,1.5288896782442503,1.4955596600252339,1.996114339752842,"[7951, 7582, 997, 10661, 585, 115, 2918, 10427]"
SINDy,1469,30,0.9930449432712765,0.3157326749274885,0.75115195719063,2.5924243596632968,"[4640, 145, 10449, 927, 8514, 2845, 4876, 2436]"
SINDy,739,30,0.9655599020484913,0.3896030756648999,0.6659573777091642,0.750739605635389,"[5946, 8568, 10691, 8084, 4501, 6515, 7999, 10938]"
SINDy,1651,30,0.8439276529687931,0.7458449159297044,2.1523180369306125,2.509042376827518,"[74, 1134, 558, 2492, 10064, 7894, 5244, 10800]"
SINDy,556,30,0.9376754388798443,1.3115063036816506,1.22761461952997,2.14081642232555,"[29, 5291, 4272, 2307, 9160, 9076, 4817, 6345]"
